,bus_id,lat,long,time
4768,150220519,12.977092,77.726967,2016-07-01 00:01:15
4769,150813830,12.959229,77.527306,2016-07-01 00:01:04
4770,150813173,12.984413,77.603386,2016-07-01 00:01:18
4771,150222522,13.018737,77.555077,2016-07-01 00:00:42
4772,150221401,12.98308,77.602432,2016-07-01 00:01:07
4773,150218570,13.043504,77.593941,2016-07-01 00:01:01
4774,150218741,12.832316,77.734421,2016-07-01 00:01:17
4775,150220913,13.001749,77.683617,2016-07-01 00:01:15
4776,150218832,13.013765,77.66407,2016-07-01 00:01:19
4777,150221726,13.002035,77.68412,2016-07-01 00:01:20
4778,150221696,12.979785,77.572021,2016-07-01 00:01:15
4779,150218135,12.924422,77.554222,2016-07-01 00:00:07
4780,150220063,12.780727,77.63414,2016-07-01 00:01:20
4781,150220752,12.950963,77.536018,2016-07-01 00:01:07
4782,150221821,13.093422,77.488678,2016-07-01 00:01:04
4783,150219889,12.951151,77.536583,2016-07-01 00:01:17
4784,150221049,12.955453,77.59597,2016-07-01 00:01:20
4785,150218123,13.198217,77.6689,2016-07-01 00:00:52
4786,150221199,12.905924,77.519798,2016-07-01 00:01:04
4787,150221665,13.018581,77.554886,2016-07-01 00:00:55
4788,150219479,12.955954,77.596016,2016-07-01 00:01:18
4789,150219152,13.078641,77.787834,2016-07-01 00:01:06
4790,150220777,12.778654,77.770432,2016-07-01 00:01:18
4791,150813497,12.780482,77.634438,2016-07-01 00:01:07
4792,150810598,77.758598,882.070007,2016-07-01 00:01:17
4793,150220346,12.941091,77.624588,2016-07-01 00:01:18
4794,150220128,13.029449,77.592659,2016-07-01 00:01:15
4795,150220830,12.87656,77.577003,2016-07-01 00:01:07
4796,150222885,12.95082,77.536362,2016-07-01 00:01:20
4797,150221832,12.979849,77.571953,2016-07-01 00:01:20
4798,150814610,12.872452,77.585854,2016-07-01 00:01:20
4799,150813321,12.780138,77.63401,2016-07-01 00:01:18
